dataset,model,hidden,num_params,top1_acc
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[128],2108682,0.9337
mnist,kan_py,[256],4217354,0.9206
mnist,kan_py,[256],4217354,0.9206
mnist,kan_py,[256],4217354,0.9314
mnist,kan_py,[256],4217354,0.9314
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[256],4217354,0.9337
mnist,kan_py,[512],8434698,0.9167
mnist,kan_py,[512],8434698,0.921
mnist,kan_py,[512],8434698,0.9281
mnist,kan_py,[512],8434698,0.9281
mnist,kan_py,[512],8434698,0.9289
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[512],8434698,0.9299
mnist,kan_py,[1024],16869386,0.9098
mnist,kan_py,[1024],16869386,0.9142
mnist,kan_py,[1024],16869386,0.9312
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
mnist,kan_py,[1024],16869386,0.9325
